sample_id,model_output_ingredients,ground_truth_ingredients,ingredients_accuracy_0_100
upload_1750176632186_7794b8b1-1eec-489d-a7d2-8ff1d8e94e22,"[{""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sausage patty"", ""impact"": ""red""}, {""name"": ""ketchup"", ""impact"": ""yellow""}, {""name"": ""black coffee"", ""impact"": ""green""}]","[{""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sausage patty"", ""impact"": ""yellow""}, {""name"": ""hash brown"", ""impact"": ""red""}, {""name"": ""ketchup"", ""impact"": ""red""}, {""name"": ""black coffee"", ""impact"": ""green""}]",40.00
upload_1750180230407_6e49bf45-0e0b-4817-9cb1-2f8e10df6977,"[{""name"": ""brewed coffee"", ""impact"": ""green""}, {""name"": ""whole milk"", ""impact"": ""yellow""}]","[{""name"": ""coffee"", ""impact"": ""green""}, {""name"": ""water"", ""impact"": ""green""}]",0.00
upload_1750180679848_2b308ff1-fe70-46bb-b6a4-e1ef01c9d181,"[{""name"": ""sesame-topped burger bun (white/refined)"", ""impact"": ""yellow""}, {""name"": ""cooked beef patty"", ""impact"": ""red""}, {""name"": ""melted cheese"", ""impact"": ""red""}, {""name"": ""tomato slices"", ""impact"": ""green""}, {""name"": ""arugula / leafy greens"", ""impact"": ""green""}, {""name"": ""condiment/sauce (may be mayo/ketchup)"", ""impact"": ""red""}, {""name"": ""side fries"", ""impact"": ""red""}]","[{""name"": ""sesame seed bun"", ""impact"": ""red""}, {""name"": ""beef patty"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""arugula/lettuce"", ""impact"": ""green""}]",0.00
upload_1750180959631_d9fa7e84-e4ef-4c30-8388-142ae1861f79,"[{""name"": ""white wine (alcohol)"", ""impact"": ""red""}]","[{""name"": ""white wine"", ""impact"": ""red""}]",0.00
upload_1750182735800_604d3797-d9eb-436f-997f-1d202a9bbcb4,"[{""name"": ""mixed leafy greens (spinach/romaine)"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""edamame"", ""impact"": ""green""}, {""name"": ""apple pieces"", ""impact"": ""green""}, {""name"": ""mixed nuts"", ""impact"": ""yellow""}, {""name"": ""shaved parmesan"", ""impact"": ""yellow""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}]","[{""name"": ""spinach"", ""impact"": ""green""}, {""name"": ""romaine lettuce"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""peas"", ""impact"": ""green""}, {""name"": ""apple (small pieces)"", ""impact"": ""yellow""}, {""name"": ""parmesan or hard cheese shavings"", ""impact"": ""green""}, {""name"": ""light vinaigrette dressing"", ""impact"": ""yellow""}]",14.29
upload_1750182831517_fa06a30c-cffc-40b8-9ac3-abc35e1d1635,"[{""name"": ""leafy greens (spinach/romaine)"", ""impact"": ""green""}, {""name"": ""red cabbage"", ""impact"": ""green""}, {""name"": ""edamame"", ""impact"": ""green""}, {""name"": ""apple pieces"", ""impact"": ""green""}, {""name"": ""nuts (cashews/pistachios)"", ""impact"": ""yellow""}, {""name"": ""shaved cheese (parmesan)"", ""impact"": ""yellow""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}]","[{""name"": ""romaine lettuce"", ""impact"": ""green""}, {""name"": ""supergreen blend (kale, spinach, red cabbage)"", ""impact"": ""green""}, {""name"": ""edamame"", ""impact"": ""green""}, {""name"": ""tajin spiced pumpkin seeds"", ""impact"": ""green""}, {""name"": ""roasted beets"", ""impact"": ""yellow""}, {""name"": ""regenerative organic chickpeas"", ""impact"": ""yellow""}, {""name"": ""lemon basil vinaigrette (on the side)"", ""impact"": ""yellow""}, {""name"": ""sliced apples"", ""impact"": ""yellow""}, {""name"": ""parmesan crisp"", ""impact"": ""yellow""}, {""name"": ""shaved parmesan"", ""impact"": ""green""}]",10.00
upload_1750184236286_fe8af98c-e6e5-4246-8ab1-0ca74e1de489,"[{""name"": ""sesame seed bun (refined wheat)"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""red""}, {""name"": ""ketchup / sweet sauce"", ""impact"": ""red""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}]","[{""name"": ""sesame seed hamburger bun"", ""impact"": ""red""}, {""name"": ""beef patty"", ""impact"": ""yellow""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""sauce (ketchup/mayo)"", ""impact"": ""red""}]",40.00
upload_1750184275147_d931eee9-5024-4f89-94e5-64dc9a094c5a,"[{""name"": ""sausage (pan-seared)"", ""impact"": ""red""}, {""name"": ""creamy onion/shallot sauce"", ""impact"": ""red""}, {""name"": ""peas (steamed)"", ""impact"": ""green""}, {""name"": ""roasted eggplant"", ""impact"": ""green""}, {""name"": ""roasted zucchini"", ""impact"": ""green""}, {""name"": ""roasted carrot"", ""impact"": ""green""}, {""name"": ""leeks (steamed)"", ""impact"": ""green""}, {""name"": ""cooking oil / butter (used for roasting/pan-frying)"", ""impact"": ""yellow""}, {""name"": ""shallots/onions (in sauce)"", ""impact"": ""yellow""}]","[{""name"": ""grilled sausage"", ""impact"": ""yellow""}, {""name"": ""eggplant"", ""impact"": ""green""}, {""name"": ""carrots"", ""impact"": ""yellow""}, {""name"": ""green peas"", ""impact"": ""yellow""}, {""name"": ""onions"", ""impact"": ""green""}, {""name"": ""light cream sauce"", ""impact"": ""yellow""}]",0.00
upload_1750184400484_91309b18-e132-459d-8b77-58d388eb7c92,"[{""name"": ""watermelon"", ""impact"": ""green""}]","[{""name"": ""watermelon"", ""impact"": ""yellow""}]",0.00
upload_1750184519401_0a00994e-1755-4b0c-993b-3fce1d692ca1,"[{""name"": ""penne pasta"", ""impact"": ""yellow""}, {""name"": ""pesto sauce"", ""impact"": ""yellow""}, {""name"": ""tofu (cubed)"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""herbs and spices"", ""impact"": ""green""}, {""name"": ""black pepper / seeds"", ""impact"": ""green""}]","[{""name"": ""penne pasta"", ""impact"": ""yellow""}, {""name"": ""pesto sauce"", ""impact"": ""yellow""}, {""name"": ""tofu"", ""impact"": ""green""}, {""name"": ""olive oil (in pesto)"", ""impact"": ""green""}]",50.00
upload_1750184967001_dcbf0de0-d8c9-473a-96c8-b568b7b5b6ea,"[{""name"": ""green grapes"", ""impact"": ""green""}, {""name"": ""fig"", ""impact"": ""green""}]","[{""name"": ""green grapes"", ""impact"": ""yellow""}, {""name"": ""fig"", ""impact"": ""yellow""}]",0.00
upload_1750185016838_9f1b1b2d-edab-473c-8a09-a7ade40c25a4,"[{""name"": ""pastry crust (refined flour, butter)"", ""impact"": ""red""}, {""name"": ""eggs"", ""impact"": ""yellow""}, {""name"": ""cheese"", ""impact"": ""red""}, {""name"": ""green bell pepper"", ""impact"": ""green""}, {""name"": ""red bell pepper"", ""impact"": ""green""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""olive oil (or cooking oil)"", ""impact"": ""yellow""}, {""name"": ""salt and seasonings"", ""impact"": ""yellow""}]","[{""name"": ""pie crust (pastry)"", ""impact"": ""red""}, {""name"": ""eggs"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""bell peppers"", ""impact"": ""green""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""onions"", ""impact"": ""green""}]",16.67
upload_1750185057801_517dd09d-f8aa-4e48-93d1-820958817b61,"[{""name"": ""black/purple grapes"", ""impact"": ""green""}]","[{""name"": ""black grapes"", ""impact"": ""yellow""}]",0.00
upload_1750258584589_12758bd6-3c31-4ee6-bc2a-564be686406a,"[{""name"": ""whole-grain seeded roll"", ""impact"": ""green""}, {""name"": ""sliced chicken (lean)"", ""impact"": ""green""}, {""name"": ""leafy greens (lettuce/arugula)"", ""impact"": ""green""}, {""name"": ""pickles"", ""impact"": ""yellow""}, {""name"": ""creamy spread (mayonnaise or similar)"", ""impact"": ""red""}]","[{""name"": ""whole grain oat baguette"", ""impact"": ""yellow""}, {""name"": ""chicken breast"", ""impact"": ""green""}, {""name"": ""pickles"", ""impact"": ""green""}, {""name"": ""leafy greens"", ""impact"": ""green""}, {""name"": ""mayonnaise or spread"", ""impact"": ""yellow""}]",0.00
upload_1750262216722_694c7c7e-8827-45c3-af60-5558775251dd,"[{""name"": ""iceberg lettuce"", ""impact"": ""green""}, {""name"": ""mixed seeds (sunflower/flax/sesame)"", ""impact"": ""green""}, {""name"": ""sliced almonds"", ""impact"": ""green""}, {""name"": ""olive oil dressing (light)"", ""impact"": ""green""}, {""name"": ""seasoning (salt & pepper)"", ""impact"": ""yellow""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""sunflower seeds"", ""impact"": ""green""}, {""name"": ""light salad dressing"", ""impact"": ""yellow""}, {""name"": ""seasonings (pepper, herbs)"", ""impact"": ""green""}]",0.00
upload_1750263222856_8d684828-73ea-4ad9-9259-39c31e29f465,"[{""name"": ""whole grain bread"", ""impact"": ""green""}, {""name"": ""fresh mozzarella"", ""impact"": ""yellow""}, {""name"": ""soft goat cheese"", ""impact"": ""red""}, {""name"": ""semi-hard pepper cheese"", ""impact"": ""red""}, {""name"": ""prosciutto (cured ham)"", ""impact"": ""red""}, {""name"": ""cured ham / cold cut"", ""impact"": ""red""}]","[{""name"": ""whole grain bread slice"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese ball"", ""impact"": ""green""}, {""name"": ""ricotta cheese"", ""impact"": ""green""}, {""name"": ""semi-hard cheese (possibly peppered)"", ""impact"": ""green""}, {""name"": ""cured ham (prosciutto, mortadella or similar)"", ""impact"": ""yellow""}]",0.00
upload_1750386301376_71400aa0-7658-40cd-9027-9a62f8489da7,"[{""name"": ""thin pizza crust (refined wheat)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""grated hard cheese (parmesan)"", ""impact"": ""yellow""}, {""name"": ""sausage (processed meat)"", ""impact"": ""red""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""red onion"", ""impact"": ""green""}, {""name"": ""leafy greens (spinach/arugula)"", ""impact"": ""green""}]","[{""name"": ""pizza dough (refined flour)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""red onions"", ""impact"": ""green""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""leafy greens (spinach or similar)"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}]",42.86
upload_1750389951709_09f3f23e-5f56-4581-866f-37234067ea72,"[{""name"": ""distilled spirit (gin/vodka/whiskey)"", ""impact"": ""red""}, {""name"": ""simple syrup (sugar)"", ""impact"": ""red""}, {""name"": ""fresh lemon juice"", ""impact"": ""green""}, {""name"": ""egg white"", ""impact"": ""green""}, {""name"": ""edible flower garnish"", ""impact"": ""green""}]","[{""name"": ""egg white"", ""impact"": ""green""}, {""name"": ""simple syrup (sugar)"", ""impact"": ""red""}, {""name"": ""lemon or lime juice"", ""impact"": ""yellow""}, {""name"": ""alcohol (gin, vodka, etc.)"", ""impact"": ""red""}, {""name"": ""edible flower"", ""impact"": ""green""}]",40.00
upload_1750709492155_4ebddef6-d4df-46cd-9649-4a335bdbef6b,"[{""name"": ""orange segments"", ""impact"": ""green""}, {""name"": ""orange peel/rind"", ""impact"": ""green""}]","[{""name"": ""orange"", ""impact"": ""yellow""}]",0.00
upload_1750709512018_7cb970d1-5843-42fe-9f82-10279f27a01a,"[{""name"": ""carrot"", ""impact"": ""green""}]","[{""name"": ""carrot"", ""impact"": ""green""}]",100.00
upload_1752265287016_4c47aab8-77a8-42e6-a937-2a4b5be3c7d8,"[{""name"": ""french fries"", ""impact"": ""red""}, {""name"": ""burger bun (refined white bread)"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""red""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}]","[{""name"": ""burger bun"", ""impact"": ""red""}, {""name"": ""hamburger patty"", ""impact"": ""yellow""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""french fries"", ""impact"": ""red""}]",60.00
upload_1752265511713_bc7c0828-8da5-4880-bd18-4f7ad8a3b18d,"[{""name"": ""grilled pork ribs"", ""impact"": ""red""}, {""name"": ""french fries"", ""impact"": ""red""}, {""name"": ""white rice"", ""impact"": ""yellow""}, {""name"": ""lemon wedge"", ""impact"": ""green""}]","[{""name"": ""grilled ribs"", ""impact"": ""yellow""}, {""name"": ""french fries"", ""impact"": ""red""}, {""name"": ""white rice"", ""impact"": ""red""}, {""name"": ""lemon"", ""impact"": ""green""}, {""name"": ""oil (for fries)"", ""impact"": ""red""}, {""name"": ""seasonings"", ""impact"": ""green""}]",16.67
upload_1752265789773_34d75fc4-0e04-488f-b3f3-d88ffb030604,"[{""name"": ""water"", ""impact"": ""green""}]","[{""name"": ""water"", ""impact"": ""green""}]",100.00
upload_1752265818634_e1c146f8-2cbf-4033-ac9f-9b4869fd1d4f,"[{""name"": ""whole-grain wheat flour"", ""impact"": ""green""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""yeast"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""yellow""}, {""name"": ""seeds or whole grains (if present)"", ""impact"": ""green""}]","[{""name"": ""whole grain flour"", ""impact"": ""yellow""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""yeast"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""green""}, {""name"": ""seeds (optional)"", ""impact"": ""green""}]",40.00
upload_1752265866541_68a737f3-abd3-461c-9b6b-85cb1dfc31c7,"[{""name"": ""mandarin (tangerine)"", ""impact"": ""green""}]","[{""name"": ""mandarin"", ""impact"": ""yellow""}]",0.00
upload_1752265899911_dcb7943d-bbe6-4f7c-9c86-2b162eb3f61d,"[{""name"": ""pizza crust (refined wheat)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""red""}, {""name"": ""ham (processed meat)"", ""impact"": ""red""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""black olive"", ""impact"": ""yellow""}]","[{""name"": ""pizza crust"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""ham"", ""impact"": ""yellow""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""olive"", ""impact"": ""green""}, {""name"": ""bell pepper"", ""impact"": ""green""}]",28.57
upload_1753052864483_2e9f35f0-e28e-4cb0-9e0e-161c00ce4e6d,"[{""name"": ""leafy lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""cubed cheese (e.g., mozzarella)"", ""impact"": ""yellow""}, {""name"": ""croutons (fried or toasted bread cubes)"", ""impact"": ""red""}, {""name"": ""creamy dressing"", ""impact"": ""red""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""creamy dressing"", ""impact"": ""yellow""}]",20.00
upload_1753053053316_3dad93e8-c0b5-4fb7-8155-80469e473fe9,"[{""name"": ""bread (sliced)"", ""impact"": ""red""}, {""name"": ""butter or spread"", ""impact"": ""red""}]","[{""name"": ""white bread"", ""impact"": ""red""}, {""name"": ""butter"", ""impact"": ""yellow""}]",0.00
upload_1753053088887_e0087c65-7b21-4e50-9878-19401e3fbe93,"[{""name"": ""eggs (fried, 2 large)"", ""impact"": ""green""}, {""name"": ""tomato (sliced, 1 medium)"", ""impact"": ""green""}, {""name"": ""seasoning / grated cheese (light sprinkle)"", ""impact"": ""yellow""}, {""name"": ""cooking oil or butter (small amount)"", ""impact"": ""yellow""}]","[{""name"": ""eggs (2)"", ""impact"": ""green""}, {""name"": ""tomatoes (1 medium)"", ""impact"": ""green""}, {""name"": ""grated cheese or nutritional yeast (small sprinkle)"", ""impact"": ""yellow""}]",0.00
upload_1753053107804_3f319949-c893-46d1-b54e-378b675e43f8,"[{""name"": ""whole grain bread"", ""impact"": ""green""}]","[{""name"": ""whole wheat flour"", ""impact"": ""yellow""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""yeast"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""green""}, {""name"": ""grains/seeds (varies)"", ""impact"": ""green""}]",0.00
upload_1753053145042_b9a83e6d-33f1-46f0-a73f-cd7f73e5c3c0,"[{""name"": ""water"", ""impact"": ""green""}, {""name"": ""ice"", ""impact"": ""green""}]","[{""name"": ""water"", ""impact"": ""green""}, {""name"": ""ice"", ""impact"": ""green""}]",100.00
upload_1753053184717_40b4257a-d26b-4f61-a684-e939291e0d99,"[{""name"": ""red apple"", ""impact"": ""green""}]","[{""name"": ""apple"", ""impact"": ""yellow""}]",0.00
upload_1753053217022_73c60e40-9950-4c69-8625-9eb92923f379,"[{""name"": ""red/purple grapes"", ""impact"": ""green""}]","[{""name"": ""grapes"", ""impact"": ""yellow""}]",0.00
upload_1753053277090_02101e96-ba76-4f39-8980-65db616ad82f,"[{""name"": ""apple"", ""impact"": ""green""}, {""name"": ""banana"", ""impact"": ""green""}, {""name"": ""nectarine/peach"", ""impact"": ""green""}, {""name"": ""pear"", ""impact"": ""green""}]","[{""name"": ""apple"", ""impact"": ""yellow""}, {""name"": ""banana"", ""impact"": ""yellow""}, {""name"": ""pear"", ""impact"": ""yellow""}]",0.00
upload_1753053311667_d3574386-8d95-4b91-b5c6-0ee2fecb639a,"[{""name"": ""crust (refined wheat)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""mozzarella cheese"", ""impact"": ""red""}, {""name"": ""cherry tomatoes"", ""impact"": ""green""}, {""name"": ""black olives"", ""impact"": ""yellow""}, {""name"": ""dried herbs (oregano/basil)"", ""impact"": ""green""}, {""name"": ""olive oil (drizzle)"", ""impact"": ""yellow""}]","[{""name"": ""pizza crust (white flour)"", ""impact"": ""red""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""bell peppers"", ""impact"": ""green""}, {""name"": ""black olives"", ""impact"": ""yellow""}, {""name"": ""herbs"", ""impact"": ""green""}]",16.67
upload_1753053337006_b38485b7-124a-401e-bf24-65359c9e90d0,"[{""name"": ""potatoes"", ""impact"": ""green""}]","[{""name"": ""potato"", ""impact"": ""yellow""}]",0.00
upload_1753053995329_8844fe76-9209-488e-adf3-7a13fe0c6f81,"[{""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sautéed zucchini"", ""impact"": ""green""}, {""name"": ""seasoned protein (chicken or sausage)"", ""impact"": ""red""}, {""name"": ""seasoning/sauce"", ""impact"": ""yellow""}]","[{""name"": ""chicken breast"", ""impact"": ""green""}, {""name"": ""zucchini"", ""impact"": ""green""}, {""name"": ""eggs"", ""impact"": ""green""}, {""name"": ""olive oil (possible for cooking)"", ""impact"": ""green""}, {""name"": ""spices/seasoning"", ""impact"": ""green""}]",0.00
upload_1753054028270_f5833fb2-5b4f-45b5-9da8-a2cd7b10c97d,"[{""name"": ""flatbread (refined wheat crust)"", ""impact"": ""yellow""}, {""name"": ""minced beef or lamb (seasoned)"", ""impact"": ""red""}, {""name"": ""melted cheese"", ""impact"": ""red""}, {""name"": ""tomato paste / sauce"", ""impact"": ""green""}, {""name"": ""onion and garlic"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""herbs and spices (parsley, paprika, cumin)"", ""impact"": ""green""}, {""name"": ""salt / high sodium seasoning"", ""impact"": ""red""}, {""name"": ""side salad (tomato, cucumber)"", ""impact"": ""green""}]","[{""name"": ""flatbread/pizza dough"", ""impact"": ""red""}, {""name"": ""ground meat (beef or lamb)"", ""impact"": ""green""}, {""name"": ""onions"", ""impact"": ""green""}, {""name"": ""tomatoes"", ""impact"": ""green""}, {""name"": ""parsley"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""spices (paprika, black pepper, etc.)"", ""impact"": ""green""}]",14.29
upload_1753054127030_3f2421d7-8517-4a68-a37e-f2c3fae607db,"[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""shredded carrot"", ""impact"": ""green""}, {""name"": ""spiralized cucumber/zucchini"", ""impact"": ""green""}, {""name"": ""sesame seeds"", ""impact"": ""green""}, {""name"": ""light vinaigrette or dressing"", ""impact"": ""yellow""}, {""name"": ""red sauce or condiment (e.g., hot sauce)"", ""impact"": ""yellow""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""shredded carrots"", ""impact"": ""yellow""}, {""name"": ""shredded cabbage"", ""impact"": ""green""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}]",25.00
upload_1753054171499_5bc0643b-9294-4412-b80f-3b9c75b2e29b,"[{""name"": ""mixed leafy greens"", ""impact"": ""green""}, {""name"": ""tomatoes"", ""impact"": ""green""}, {""name"": ""light/creamy dressing"", ""impact"": ""yellow""}, {""name"": ""salt & pepper"", ""impact"": ""green""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""spinach"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""light vinaigrette (optional)"", ""impact"": ""yellow""}]",0.00
upload_1753068426109_e9f92f5b-5160-494e-9ff7-32be49b9dca2,"[{""name"": ""shredded chicken"", ""impact"": ""green""}, {""name"": ""spinach (cooked)"", ""impact"": ""green""}, {""name"": ""mixed steamed vegetables (peas, carrots, broccoli)"", ""impact"": ""green""}, {""name"": ""sweet corn"", ""impact"": ""yellow""}, {""name"": ""boiled potato"", ""impact"": ""yellow""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""feta cheese"", ""impact"": ""yellow""}, {""name"": ""beetroot"", ""impact"": ""green""}, {""name"": ""shredded cheese / topping"", ""impact"": ""red""}, {""name"": ""dressing (vinaigrette or similar)"", ""impact"": ""yellow""}]","[{""name"": ""sweetcorn"", ""impact"": ""yellow""}, {""name"": ""cooked root vegetables (carrots, peas, potatoes)"", ""impact"": ""yellow""}, {""name"": ""steamed greens (spinach/broccoli)"", ""impact"": ""green""}, {""name"": ""pasta"", ""impact"": ""yellow""}, {""name"": ""shredded chicken or turkey"", ""impact"": ""green""}, {""name"": ""cucumber and tomato salad (possibly with feta cheese)"", ""impact"": ""green""}, {""name"": ""beetroot"", ""impact"": ""yellow""}]",0.00
upload_1753199632104_3a898757-6efe-49de-ab61-6195be57723c,"[{""name"": ""carrot"", ""impact"": ""green""}]","[{""name"": ""carrot"", ""impact"": ""green""}]",100.00
upload_1753199710361_657a23e2-1ed3-4b67-86cb-e5b5b76d0cc5,"[{""name"": ""miso paste"", ""impact"": ""red""}, {""name"": ""dashi/broth"", ""impact"": ""yellow""}, {""name"": ""wakame (seaweed)"", ""impact"": ""green""}, {""name"": ""green onion (scallion)"", ""impact"": ""green""}, {""name"": ""tofu (small pieces, optional)"", ""impact"": ""green""}]","[{""name"": ""miso paste"", ""impact"": ""green""}, {""name"": ""seaweed"", ""impact"": ""green""}, {""name"": ""green onion"", ""impact"": ""green""}, {""name"": ""tofu (sometimes included)"", ""impact"": ""green""}, {""name"": ""dashi broth"", ""impact"": ""green""}]",0.00
upload_1753200023630_697c8163-ee91-4c75-85b8-ad4a947e9e74,"[{""name"": ""pizza crust (refined dough)"", ""impact"": ""yellow""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""ham (cured/processed)"", ""impact"": ""red""}, {""name"": ""black olives"", ""impact"": ""yellow""}, {""name"": ""olive oil (used in baking/topping)"", ""impact"": ""green""}, {""name"": ""herbs (oregano/basil)"", ""impact"": ""green""}]","[{""name"": ""pizza dough (refined flour)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""ham"", ""impact"": ""yellow""}, {""name"": ""olives"", ""impact"": ""yellow""}, {""name"": ""herbs"", ""impact"": ""green""}]",16.67
upload_1753200276846_5e3f6aab-de91-48e1-849a-eebc0300e207,"[{""name"": ""romaine/leafy greens"", ""impact"": ""green""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""grilled chicken"", ""impact"": ""green""}, {""name"": ""creamy dressing (e.g., ranch/caesar)"", ""impact"": ""red""}, {""name"": ""cheese cubes (feta/parmesan)"", ""impact"": ""yellow""}, {""name"": ""crunchy toppings (croutons or chips)"", ""impact"": ""red""}, {""name"": ""broccoli floret"", ""impact"": ""green""}]","[{""name"": ""grilled chicken breast"", ""impact"": ""green""}, {""name"": ""romaine lettuce"", ""impact"": ""green""}, {""name"": ""cucumbers"", ""impact"": ""green""}, {""name"": ""feta cheese"", ""impact"": ""yellow""}, {""name"": ""creamy salad dressing"", ""impact"": ""yellow""}]",0.00
upload_1753203870259_fa36a429-304f-4b3c-b6e0-3519beaece88,"[{""name"": ""green grapes"", ""impact"": ""green""}, {""name"": ""fig (raw)"", ""impact"": ""green""}]","[{""name"": ""green grapes"", ""impact"": ""yellow""}, {""name"": ""fig"", ""impact"": ""yellow""}]",0.00
upload_1753210424880_8af29a21-30dc-4b8a-b26b-24215e050a3f,"[{""name"": ""sesame seed bun (refined white)"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""red""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""avocado (or lettuce)"", ""impact"": ""green""}, {""name"": ""sauce (ketchup/mayo or burger sauce)"", ""impact"": ""red""}, {""name"": ""sesame seeds"", ""impact"": ""yellow""}]","[{""name"": ""sesame seed hamburger bun"", ""impact"": ""red""}, {""name"": ""beef patty"", ""impact"": ""green""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""jalapeno"", ""impact"": ""green""}, {""name"": ""condiments (possible ketchup/mustard)"", ""impact"": ""yellow""}]",16.67
upload_1753211834887_fce7ded2-46f9-47f1-ad3e-667e7d7a06c3,"[{""name"": ""white fish (cod or similar)"", ""impact"": ""green""}, {""name"": ""sauerkraut (fermented cabbage)"", ""impact"": ""yellow""}, {""name"": ""cooking oil / butter (small amount)"", ""impact"": ""yellow""}]","[{""name"": ""white fish fillet (baked)"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}, {""name"": ""olive oil (if used for baking)"", ""impact"": ""green""}, {""name"": ""seasonings (salt, pepper)"", ""impact"": ""green""}]",0.00
upload_1753211882695_715dc254-cac3-4122-a437-3f9d756e85b7,"[{""name"": ""white fish fillet (e.g., cod/haddock)"", ""impact"": ""green""}, {""name"": ""sauerkraut (fermented cabbage)"", ""impact"": ""yellow""}, {""name"": ""butter or cooking oil (small amount)"", ""impact"": ""yellow""}, {""name"": ""salt/seasoning"", ""impact"": ""yellow""}, {""name"": ""black pepper"", ""impact"": ""green""}]","[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}]",0.00
